,row,total vitamin d,total calorie,total triglycerides,potassium k,linoleic acids,thiamine,vactochrome,sugar,provitamin a,saturated triglyceride,total saccharides,total folate,total nicotinic acid
1514,"Chicken, nugget, crumbed",0.22980769534467008,1038.187410442956,21.665440653411537,277.7543939586176,4.000416013694137,0.31785539738330343,0.31532040916863496,14.367626583444261,15.689061507146276,3.9855892283810457,5.835427449452013,26.507930645570177,2.5171823179015975
2002,"Bean, boiled, drained",1.6875793799205183,323.46729895958316,9.526997258573052,281.7512002036462,2.061613070387543,0.228930793591054,0.03711120184003684,1.4883154525831137,1.6705421955615922,1.1515373402019984,15.26420112061426,146.46085131374764,6.987086544766742
1246,"Orange, flesh, raw, USA",0.7274035819018859,145.5344610238447,6.033449601468943,218.4841067246526,1.4235724078977703,0.029952848704979995,0.16946988225895096,16.875168799680836,80.57164309272456,1.3250415510277445,12.853263965737414,5.4690522917558795,0.011523373685744076
461,"Water, tap",1.8788327984241615,24.38793165246842,5.553227009680298,25.514072074545826,,0.1719164918537278,0.13542339218776803,3.0208587929547344,133.81759068017294,6.302985920855727,3.24286342473252,28.38110138559959,1.180211542905911
1863,"Soup, heated",0.07610123811166575,280.7560921245271,7.048573044682539,124.9471352277324,,0.3905937967082359,0.3911607820744155,2.8112083309806795,97.2795533468732,2.914199399437673,10.14788260494079,25.525287933631173,0.7115013789488058
357, blackcurrant,0.3338052072677529,528.913092282656,4.810177627068379,1291.6972724118323,1.8725360519092944,0.7483768755144715,0.19060689118275786,27.404587982165175,36.12904962195174,3.9464678763542476,42.038130672893544,37.41679199709968,8.383503880840905
409,Soft drink,1.8334143061570303,144.65421078903915,0.09511231401629025,67.03978261124665,1.2337221778777938,0.22293398457745797,0.17438910252454473,13.83813992299688,21.009329354684905,2.8255390694674105,6.3362795541994945,19.17931385199245,3.4292836981486507
880,"Chop suey, chicken, lean & fat, stir fried",5.676547428710999,336.2733437141746,6.963998878104459,213.93210476774902,,0.25080309569307724,1.1206580743617616,9.431202725724035,1348.1962470783492,8.35923263471125,13.321513748209686,32.98774352540113,1.2155591300233506
2184,"Potato, flesh, floury, mashed with 3.3% fat milk & butter, no salt added",2.066752723348082,455.23613764653913,3.1449698483127113,373.3471708122346,0.04654883534170237,0.030347929604564783,0.17288895614038685,11.439624934045469,119.65806691508809,10.107386917620437,6.83480842830307,20.779689468130947,3.991130621671984
1905,"Chocolate bar & block, Dairy Milk Fruit & Nut, Cadbury",0.6518656614804113,1939.8581274786206,32.31613974746938,479.88734325852465,0.6935517105053801,0.4262983402304078,1.1619570082204929,47.979034151779786,32.799613480574905,19.804351478673116,42.170902617584964,37.67808645690545,4.331793849113489
2277,"Tomato, canned in tomato juice, salt added",0.9473361053137956,88.78325144513445,1.3631855010049196,326.0581875847389,0.40973206643491955,0.28163396647098576,0.4353577227660866,2.26008607778006,147.2643143311096,2.916614454292654,15.360756449710799,2.8531229779046203,0.3009764927744675
142,"Cracker, wheat, Light, Original, Arnott's",2.175859275702904,1468.14616491132,0.5894010464239354,184.7684666861285,0.3126234010608514,0.46635412262577847,1.0091297398670533,0.2634544634537952,38.59986963863204,2.8392534849962803,55.92284525353379,37.50448917399379,4.638237652274169
1711,"Dip, sour cream, 30% fat, La Bonne",2.4007146379580155,1128.5479660992348,22.682570069875702,129.02080945304715,,0.2336221644091064,1.5644042490031607,10.687422176140384,95.79918866217703,9.289953047043715,6.459970006637673,26.411711557987953,0.12771538046427622
693,"Cheese, haloumi, from cows' milk",1.865081716734482,1394.2885184439183,21.171903085391822,8.140221469129386,0.5405549685772408,1.1189314482105504,0.31611965677679454,3.475801214285985,297.8830173772234,17.600246481604607,3.208936318004975,20.662740796421303,8.711841980126252
1885," minestrone, instant dry mix, prepared with water",2.2333601458120724,121.22240065561047,8.06991033560969,60.05828485766152,,0.42718433129417044,0.2642211788586,8.02040606116092,163.46274777737432,1.2523037762339877,3.9242724988292754,40.96453218046342,2.4700475736721184
1777,"Mussel, green, meat, marinated, assorted flavoured, drained, ready to eat, Sealord",2.00344980786189,278.4213036897889,5.068659640894249,47.25663438226863,1.8380402052115576,0.15322212239155314,0.713126269545668,12.034092453262456,8.181688612307426,1.3291831424993594,4.092248921788728,109.55946614060211,9.404744471411865
844,"Egg, chicken, yolk, raw",5.4478767279651645,1421.1412359872352,22.371775016569302,10.129897701660362,0.11807304139479102,0.33262998454949466,0.7632416669367751,5.510913215001149,142.4989478320317,3.36848915922436,2.265855155571657,409.79998753545635,7.737683651481994
489, Kellogg's,0.2788168891036441,1669.9328220178706,6.521232320836766,112.40107102373904,4.684935840280372,3.6093431532521443,1.0882539695749291,27.075763168719376,14.478631548052718,2.315545840812021,64.42518247871783,298.499688233214,10.827621873607473
1616," cream, premium",4.1447382412049505,1060.5173925904865,42.1943970830299,27.1290332802392,1.1644272875670238,0.3318430177297915,0.443579572594722,1.5120171465863734,87.17668564793402,15.549097246496931,6.9842903148119495,6.43803570308194,0.8220995830823808
1625,"Nut, almond, dry roasted, salt added",1.316446505651254,2341.4113681311233,58.88285031648065,743.011140497887,,0.5803696422633635,1.2126718104537055,4.658112855269625,77.72153347518125,7.032875051591241,7.877958794064301,36.062637513743056,14.715755522006424
1035,"Margarine, summer gold, lite, canola, monounsaturated, 50% fat, Pams",3.8121054198976805,2111.0659622671124,57.041564859637596,89.28957984857685,23.2220020165058,0.699962275562993,0.3664445657545313,8.686085622256059,434.93155435846177,11.7170747262342,2.016195772754525,33.56197267493108,0.7823167785791415
850,"Beef salad, Thai",2.7360751195851525,378.80343715854724,10.872502573130802,313.5226135526931,,0.2047129887159333,1.4519153080781093,20.060400027959226,11.464862133044207,0.8832549331264055,2.080508487561297,1.3292628769463573,3.223880233280404
1769,"Kina, roe",3.3766539585419255,417.97602242151686,3.4618962772958106,168.32508192019918,,0.18150247677853082,0.4589011477367133,4.627249154634057,30.9769253099705,0.04172833122814068,2.3434079144965074,108.07771168400845,3.4986811890054432
159,"Doughnut, sugar & cinnamon",1.2488644168663474,1680.1460571936695,23.303439775905357,92.58353821315588,,0.04390821179306292,0.7419825231199295,15.151178417893425,0.6369691109654173,10.537407094458617,56.320879327831804,24.953615760962663,0.1848066028904647
1227,"Lemon, raw",2.4404929463838445,64.16972240554024,7.638623172702277,171.38081560731413,0.701224032000316,0.29807709512731584,0.4078285734330731,3.5635623454582293,229.12415935357194,7.3557658781806206,6.633373722337831,13.45404683257291,4.4389702906208255
1686,"Dip, guacamole",2.3099536283941458,1325.315914982568,29.069790351916225,296.2663145508228,,0.14474876529422398,0.271173335854535,2.52732602556393,100.0204039858919,9.696150046811853,3.5365372238765858,49.163683965072636,3.3733136888712005
542, corn,1.936477852587638,1529.0689100371017,2.595954139537139,77.55823914775686,,0.3564502214562711,0.758010294750364,2.210584614453583,56.94401972368666,5.180380418307237,93.22167191051113,30.97134450648794,4.0665984659654315
1503," Stir Fry, Silver Fern",4.885684623549203,501.39349080535703,0.24674391841605858,342.65911924790794,0.3913051314522058,0.5901539740782018,0.6509663905083615,3.356457929044909,120.2575888111854,4.550625175206666,1.6273508993364922,51.38869917499921,12.069708166762425
2298,"Yams, New Zealand, red, unpeeled, boiled, drained",2.7858771169902554,314.64978821746183,0.8019721401335127,291.3137174251194,6.577540755600315,0.2658933778871679,1.1114698010274697,8.32040012450703,561.8130608508438,1.871671134384771,14.141564930832244,27.568094951706538,0.9759717446617105
1914,"Chocolate bar, Mars",0.9836477944267018,2017.146182962636,15.39603815593466,295.15884207448227,,0.7614087858961769,0.751094894110944,44.75108077014834,61.34358390676417,22.19645260490368,49.15423017460418,29.967584484111462,1.4540570252817333
1415,"Lamb, forequarter rack partially frenched, separable lean, fast-roasted",1.4203556328548979,710.1563027823398,4.3200403292575125,270.25269033140887,3.404942414801022,0.06797213967656685,0.23848767229245935,6.83496924133395,35.80366665701556,9.160069119925009,3.3301823796678076,19.606155467893714,13.8795171260335
22,Biscuit,1.2790510791542582,1694.3754662700703,10.776964097287417,268.43250143609083,0.5419430372803529,1.1719066668161493,1.1196593926784508,45.14177900796227,146.72446652847128,1.5880255756472965,73.03526583788941,7.268774001922085,1.728513220654901
690,"Cheese, feta, from goats' milk",2.549774731470396,1002.7581774436272,24.610993207496403,139.67601371887685,1.3615325274827241,0.17161476320392177,0.08074849401618235,7.518712821393777,152.16977680515254,7.321807339932058,5.463889405918202,15.944713890639829,2.880411023904206
153,"Croissant, plain",0.07062595550253017,1613.9595351874425,24.1137227610675,179.8357117751471,7.068816601161687,1.1257479182175905,0.44770559153275974,8.832025496121606,51.92782759305847,12.049071924708901,41.68253044193614,6.39848707327311,2.261165962235079
1451,"Lamb, kidney",1.7273936821307383,327.63955685749374,9.846267275219914,314.8582062999659,2.170589814654194,0.47137495638723126,1.5906372321645974,13.049638649165303,53.26153361462625,1.0042689602953254,1.8809961809829157,57.19860660143551,10.09602301111217
1757,"Sauce, tomato",0.745576713130898,437.54570163780113,8.709077474564877,343.3839084619867,3.147362239681775,0.23171993655944675,0.8520092565358159,18.923198724620686,16.012403973540074,2.5241980521969554,20.968198610045906,88.23789466520287,3.2725685291671818
8, Arrowroot,0.02104320514336119,1663.2604448632508,21.99768220059844,128.8170287695894,,0.022208465147466327,0.0641040991203734,16.32991104498467,60.9938558362964,9.070108148429835,69.83924802432833,27.480750406859997,2.791423306723789
2143," Portobello, whole, raw",2.2074590490842496,49.989775463297555,4.362561493230837,392.0053078760147,1.2176302367517058,0.7914111524025375,0.19613616415134255,3.9156408072076476,71.54889033838,2.092676517301075,0.8129497371848884,29.892816631975915,7.7250294600255
1432," hindquarter leg boned, separable lean & fat, slow-roasted",0.5520754442555373,856.1220669916654,1.6100784365076688,389.1744170252183,1.8408473648735946,0.44954913605125724,0.4344473799857028,5.684867967303908,3.427994932621366,7.060806132696197,11.05741739418075,6.626694213243834,9.894868273084597
2224," Mesclun, leaves, raw",2.483763961323607,59.766835623838986,2.7514049655413864,417.98633212601607,2.609774437569952,0.16236940990229937,0.6517270339687193,0.9160834176204281,2932.9608745461865,0.6906196041717682,3.2230161935667243,172.7269815629566,0.1629681878676983
1225,"Kiwifruit, Zespri Sweet Green Kiwifruit (Green14), Zespri",1.6507709276544185,277.4763199727033,4.225537097541844,228.99745533741634,0.1506631754528514,0.5870150560168024,0.10447109223088591,5.527017145363111,17.069533757073497,5.614024112195299,11.132351786722364,41.16091965585776,4.27294672171401
817,"Egg, boiled",2.523287408572437,584.3548737702033,6.036752619697073,134.40129574568024,,0.5428438730676847,0.23092907319699302,0.26072152161213136,65.13481837367735,6.0311008056055915,14.68055923408126,63.54995105528734,2.9666440190516683
770," trim 0.5% fat, fluid",0.8636915725480889,348.17498365311576,8.653318840636002,175.0652954927608,1.5788056743385446,0.0722560736347211,0.26760758452964806,3.975470051413808,44.804721702408685,0.4596853755560836,15.137904280239693,23.104518519701806,4.989789377793052
33,"Biscuit, milk chocolate, Double Chocolate, Cookies",0.24866607049660502,2061.253916295525,30.496006086543765,149.70851859846115,1.4861522171388843,0.33535738536891657,0.8422258363049816,51.405628692905,14.204228349498985,6.617272234805027,63.230263597946475,29.021997312201265,2.1217559008975404
14,"Biscuit, Classic Dark, Tim Tam",1.357187990633996,2322.73968800403,27.631353156376306,340.50859611662963,1.8977977767090997,0.5980336305929214,0.5510680459386188,51.00697347493824,22.45268581246116,14.96500518961891,81.42401147903226,38.75100838094372,2.1791746957598868
553,"Frozen meal, macaroni cheese, baked",1.5142306123246283,609.6396197295151,9.409608579583132,23.81742663114845,1.5096445303809591,0.02402409326171983,0.5508598803348927,4.735410669267029,244.64367579926872,4.293206352370632,20.17625041324373,58.06807952927847,2.0529560015951405
1209,"Grape, red or green, seedless, raw, European type",2.003075046573436,310.3388993842573,10.979436225648046,181.767658430657,,0.0511398025970123,0.3788790313889923,31.447032610273673,80.2933225974346,2.2095649907675483,23.460999164681198,15.475732355203569,4.4747598656531045
71,"Bread, Mixed Grain & Toasted Sesame Toast, Vogel's",1.8456203265630535,809.3776524552304,0.3816629770394959,124.9910574634675,3.18565304439021,1.0982653162134006,0.003017140618786038,5.969502427779181,25.617447182610448,2.551969937479364,32.65969208462932,17.534250802769257,7.3225810668473965
1422,"Lamb, separable lean & fat",1.4389728783758464,1205.9384227456749,42.3391482218556,268.0638992114481,1.8680140958677922,0.41720875772585814,0.16435537587680565,7.688916800521775,54.580887707885275,12.33994168063981,13.63394323996378,98.12583649121603,10.227477373177262
551,"Frozen meal, beef, bake",1.2924281786728864,445.61305540838185,8.306382790138105,248.16071750518879,2.6521118830577195,0.12094789170724957,0.24303779441472678,7.438655243118106,327.5115784161639,2.2401121281145784,24.196049654344158,10.35729388933038,2.9267175274147044
1406,"Lamb, forequarter & hindquarter assorted cuts, separable lean, cooked",2.53038528919981,582.039988030436,11.982613253077098,320.5623821079645,0.5666563187838911,1.733317249236897,0.07467389074374436,5.069671119169555,107.23662762595923,1.306976153844019,4.060063996106097,34.60827931856188,15.783079144518254
835,"Egg, chicken, white & yolk, raw",2.097193029334112,481.0756569942313,15.043486957129394,174.3005747014108,1.7697046395117777,0.47426928123705653,0.15519426597566327,14.756057505227096,76.40526385212365,2.683158183906409,13.081208734797793,133.39271820207813,0.059156245639341964
1606,"Stock, Oxo cubes",0.26701259155431106,974.5501645465262,7.163844172157818,802.8735910369979,,0.514591165773117,0.1826111218814187,0.15773268706133337,15.540898771299204,4.0092254400133935,28.78157962797485,92.32650410041411,4.160903235931371
1594,Coffee whitener,0.25919292863026083,2379.542508554743,37.483405082299704,904.7255860470041,0.9614057924454449,0.09315515411310137,0.8063206302903008,59.24810296168598,70.61897617590137,31.81936616695077,48.94708509324384,9.279371439982455,0.9627918410227398
1096,"Salmon, fillet, skin & bones removed, fresh, New Zealand",26.344403024154502,1339.5602954077892,14.534715726561892,383.9292074523455,2.2345133300913735,0.7036690776574522,1.2547639263428785,6.100908526262404,20.304733280970982,5.098646365136694,1.023956422526609,13.737361142677761,16.218039484924358
737,"Ice cream, assorted berry flavours",1.2966219431000638,830.3157914762552,0.32314388701948005,131.53198898553146,7.646350219936654,0.05264469857518833,1.3917623250971645,28.80788712104518,19.972744250583887,13.192933292331965,9.181690276326506,29.711300047415207,0.18901882839922962
1545,"Sausage, beef, boiled, drained",3.757007067387473,1016.2674311687357,14.869936745867236,205.28615859732875,0.3578439098384714,0.04798150434330552,0.4690619315091078,8.929362466890707,19.484329422917256,11.177149588330314,4.42099221413618,14.220854323902156,0.3402146599234026
593,"Pasta, wheat flour with egg, boiled, drained",2.1944491001964748,539.0101927885523,5.036490935982228,16.030610164337286,,0.45482851527054846,0.6980528165092592,13.682509572139493,44.87687216882564,1.0508835510299757,17.994780230877588,3.9644685272011806,0.4862305799967013
345,"Fruit drink, sweetened",0.4130927753160504,183.40365044267185,15.369505789594543,75.51764959532318,3.1175653850158276,0.014571455497833391,0.6755896290910817,6.05381666826872,72.28885615674994,0.5618505833131544,9.398330063955811,59.90074841611672,1.2448318880621132
85,"Bread, Tuscan Mixed Grain, Freya's",1.8542637217987183,876.33728024824,2.204909013931736,68.17467039585327,0.5328421828990517,0.34763652208604845,0.5527206324256906,8.009618929117917,77.9114766397105,2.2642077307645767,45.89973119653344,34.953784854919554,4.630208680709968
1088," assorted flavours, canned",4.6140333793928505,698.9617602625086,9.733405667496449,226.2749816461367,0.9165691702783068,0.45390119013207825,1.408161002455065,2.5578228728438797,5.534319842027855,2.5639270234709803,6.610634456485911,56.322013210097346,7.145025600428177
319," instant, decaffeinated",2.233870796691509,344.28754524630654,0.5091247039761386,38.51201822375865,1.0099633759831992,0.1538675296381631,0.6455798955183809,10.034838117027496,10.682603874366798,3.9039138630223627,19.517779187764273,10.336267766838736,47.66463482365785
1021,"Margarine, original, fortified",22.43640842383445,2326.742694688197,71.22827293237602,33.20396799346752,28.93023738275884,0.3263716519926726,0.3601768777643256,2.32154511835711,139.5747993492454,15.323451705130369,1.3663653227961183,84.72957404667163,2.0580574911331238
1011,"Margarine, catering",3.119562556102688,2499.020952321593,67.66650711053421,81.30406630423629,19.585297894883595,0.02435005304789376,0.1072884240566458,2.2672559525421545,140.03908224718157,18.35640416642853,1.5397637276594636,57.71324624958993,1.0072220391006552
985,"Soup, Thai, takeaway",1.1514666734866383,147.76872126318455,3.8368110385099587,148.86264612932,,0.6463492407856433,0.8859503896121913,3.3966275849864287,153.34620521638513,0.28798716549868403,3.96809138468992,53.80775384333368,1.3906575963163759
809," plain, unsweetened",1.2242073501798671,316.91228504695925,1.3094253839361554,218.61781930793376,4.48250794433165,0.4788338379082536,0.0022979265622453116,8.369287941166167,9.618002803356951,0.9970514708211808,4.219489917727813,54.21271465192831,0.62996754628993
351,"Fruit drink, unsweetened",0.36156234995182823,28.26997319279637,8.11079071704508,66.2083145605813,1.0169373757677629,0.4221483971949122,0.7975196834426941,5.9089707067619255,18.22369727016849,3.729063587282763,7.978313471576055,4.692759633488582,2.186399723587391
47,"Biscuit, cream filled",1.9672615581689696,2159.982294230098,8.937641762852856,8.044484359771474,2.563269830602614,0.0254495807304489,0.6159146696098129,27.86926479229215,97.85039018663396,24.792083066430713,59.06112386178103,38.76796715819023,1.4014320337263797
485," Berry, Sanitarium, fortified",0.7954138201090196,1347.4546850555942,1.9939704757971497,324.54796985854165,1.5157253282930383,1.5362558281377052,4.3063483613949884,15.225415268957487,79.80595291601978,4.293966897519756,67.74708630896936,514.815060582197,7.926060871522525
993,"Spring roll, vegetarian, Highmark",0.01508944726221446,849.1003304854727,8.689807002599661,131.72247339619867,4.550334427283045,0.42123457510370627,0.37969525341473515,1.8003407208215256,83.43526998683937,9.035424298017576,39.34149863815566,0.9773526678110684,4.485162100290662
303,"Coffee beverage, instant, dry powder with water & milk trim 0.5% fat",1.7860378461011899,22.036733564359444,9.722421278639931,75.22018191763667,2.2106948594503746,0.10118016792375532,0.11174814904664468,10.781251826210525,8.849277737416246,0.15027509994276295,20.619537727937608,32.26502217974665,1.9187591550957717
760,"Milk, low fat 0.2%, fluid, ultra filtered, Sun Latte, fortified",3.047913350169942,265.49531815370125,2.310676478469391,124.51355557261951,0.20229557542756454,0.47084284568094065,0.035078531536283125,15.077660776115852,56.62000809568287,5.1766869418302095,3.6329683444272156,55.860648407500975,3.2289082259323054
1213,"Juice, lemon, raw",0.6109960647018229,26.915341429049462,5.468299661296661,84.57509689322129,,0.7410236054817797,0.63701967453295,1.7372185767957051,53.18507998072403,3.534998033332918,14.907343381031499,6.171260406733806,1.9977300084626073
1737," chilli, commercial",3.266367043948829,773.5900806458993,2.9740941065123643,84.14332536499839,1.807945806255466,0.8420664082225333,0.30820147097236456,58.6485811147984,495.7186256971688,6.832965414708454,54.92725380229477,59.93558286850855,1.8561650234553564
661,"Cheese, cheddar",0.15960822470896263,1772.6503999510521,29.405484164218013,89.47368572052815,0.8575447798122726,0.08251158657906617,1.336668032153269,5.969896849189782,261.7369680544331,28.213879927090886,0.14452665429273534,2.1832501483870264,5.254654180855931
227,"Port, wine",0.46862470494612396,443.19172595991154,13.388392954288303,21.565073853345552,5.773129570470263,0.6743845870502267,1.072714965423681,6.965922064687795,45.64406502868442,3.517319295713848,14.302768551445068,36.08857823058324,5.2298812205712055
317, dry powder,0.044345045256116676,1679.4449797345542,32.5496199371917,1446.1933658196858,0.2636324789909049,0.0922383216512806,1.0689028304129995,37.278221719696056,88.64780285167961,22.121828700816852,49.82959569679416,21.73865933327235,10.826298854739683
1258,"Pear, nashi, flesh, raw",1.4663861323728404,236.06493798682965,1.1470507652412685,72.4917122916182,2.402966106460589,0.07993883955137786,0.4839155297003101,13.84076202661684,92.165960407405,3.113347180451699,7.013633366385499,12.886987150540103,3.3932502130126343
260," red, (14% alcohol by volume), Shiraz",1.7496735587255052,483.1959178316075,6.546241910265804,84.6373440678291,4.5405955601499945,0.9146655016322109,0.1444449411095999,3.9822998061737906,95.90714013455185,0.3601509471511851,0.43352013282503665,14.577104591870349,2.8720261179093893
1962,"Spread, hazelnut, Ferrero",1.2974604003924888,2120.8923625183943,20.164803588732727,563.1192882155001,,0.3657626858746851,1.0924195753978003,60.06254780681121,90.34332613922558,2.705796933577804,52.850848680882535,33.18737595483205,0.1058359410626033
1363,"Beef, separable lean, braised",1.761878720244151,925.9489904805973,4.111726982443003,115.58217116943786,2.706563285717374,0.031076554492935192,0.17065469403288774,1.6823045268144234,89.38830908849117,1.941255450191005,7.553351944167817,35.64335513571591,9.27276712114398
1123,"Tuna, undrained",3.9193864311850772,619.160674890734,8.77184993480105,204.22369857714023,0.6357624784495255,0.08867069338669153,0.33037472659618616,0.9197278672417392,52.16921374962142,6.069989491526334,2.191801975770937,32.81268950252628,14.874174921559757
499,"San Bran, Sanitarium",0.6275498043093825,1039.7251398848293,11.578127094439743,988.6790101729129,,1.0276126976897284,0.30478407169487076,21.142645309766845,142.2011104188458,2.785584760699453,43.23251438227287,90.98806254386929,10.43340809662653
401,"Smoothie, berry, fortified",0.8192249229978777,304.2679756190522,3.1167199507837813,208.5780067556989,4.415115015956437,0.02815394535019848,0.23507446589926115,15.174602869088147,107.05491907108852,2.2933942984269495,2.6975751173836713,8.153142788081311,5.641633424422602
1902,"Chocolate bar & bite size, Cadbury",2.272994915059869,1557.576650446939,8.797293330524848,292.1156650471152,3.0024096037585455,0.8542620014098606,0.20749562232563112,52.36854359032514,64.9050510278595,4.50324053150004,70.26096257281989,16.817456191795113,1.1247595472175251
729," vanilla, Fruche",2.744030143269403,357.72839637599645,10.561670719662795,46.654061661084825,,0.015877682399950334,0.4086393785415369,23.040111865375515,19.026470399796192,7.252639041919206,3.548164092131181,16.671809828361614,0.17751866481974282
393," Protein & Calcium Enriched, Vitasoy, fortified",2.757849634114762,225.47267165118274,8.56523899923538,122.32286444299436,5.669437646126014,0.04018093001784448,0.4682614437266026,10.648920843016572,9.94688403818894,4.637330770848431,24.046638500513726,0.10746065585503572,6.164978703306612
1171,"Blueberry, frozen",0.3495015440082401,201.15604976147128,1.3216303820958042,123.76730563647429,1.4550711428164032,0.4153303894139771,0.20408698093118344,1.7779996229098218,97.68363091586838,4.687005869526406,2.2496933447449,38.527709779413215,3.8421300838125068
415,"Soft drink, carbonated, cola flavour, artificially-sweetened, non-caffeinated",0.8870556488352656,54.966611793187134,4.096258345321139,7.1209624527624005,0.7190373968753501,0.5013619496647167,0.8334184992039437,3.814360913278742,30.927950428361825,0.9037858332076008,7.300297851078168,0.7939193156607193,1.9859859217166544
363, grape,1.7402105893607165,198.72648836491774,8.526810397893318,7.1822688521938005,0.8936339364893229,0.23844530784532406,0.4195457542907411,8.209553258287182,90.35128326355212,2.5675049899280236,14.61230639353754,33.95116051641468,2.066344895349565
1536,"Sausage, assorted meats & flavours, dry fried",1.1290461407090326,806.2051310889603,8.174164126155606,243.24792896103753,1.806195074565831,0.26426565283905457,0.4342472172891184,7.738943801338411,151.92576474458895,7.457432088994306,20.012434911147377,26.70288418089644,7.0411315885577554
2118,"Gherkin, pickled, in sweetened brine, drained",1.3977857888922989,526.7910665951861,8.347988636590824,48.21282403181869,,0.16499935032238622,0.8588344689148288,27.70789821488041,154.67522856352608,3.386918732027641,33.96998142673371,48.15330394241094,0.22706668138594271
667," light, Mainland",17.382543618599716,1299.8270522096225,26.508789117077942,234.5367047092819,3.9726508082414957,0.2077629000493767,0.2558956382815724,0.13950671140611992,97.86840180029887,15.961818164095934,24.5258141029518,1.0971379189042878,7.710878187215752
1252," canned in syrup, drained",1.8838947419480399,366.77282820261297,1.1002202678702704,115.70171729065906,0.8758243260537655,0.0060701593443298375,1.3874090107943609,17.5749970413321,101.6176613745707,1.8521568594843694,31.03136020589735,43.46286492724829,2.294858856986931
1163, raw,1.1167496998580098,216.05945293828444,0.1201628417739744,82.8571395497992,,0.19355685194383232,0.4526276148632993,5.320099072886067,139.2925962242945,8.056542306912714,3.5587670896817727,77.39883464735527,3.13270246566831
1337,"Beef, forequarter scotch fillet, separable lean & fat, fast-roasted",0.425940354403594,962.5051188955913,26.649705832522585,271.6661412495964,4.080948085995355,0.5151333017238666,1.225782049955471,2.5519667569743083,64.90200682291672,4.094142578570127,0.9305711519482762,21.108121414792315,6.859684149404596
776,"Milk, whole, fluid",2.5391028452823083,195.64213916810937,5.37747075670449,143.15561681541777,,0.4801390408406153,0.4505423608984668,5.540872983777485,36.709571411987525,5.4010620073878535,7.879345283436685,24.87715939568099,3.9847361073244136
789,"Yoghurt, Fresh 'n Fruity, assorted fruits, regular fat",0.1599195303786668,379.88058906154856,1.0548542852421807,194.04022391681272,0.4986192888732575,0.08631843443731459,0.7026107744792267,4.952290968459024,160.50856741967345,4.945933318663924,2.462038507476416,57.82981068754162,0.20149001143626322
960,"Pizza, supreme, thin crust",0.48586841926722035,1107.8649737488722,13.904336595686058,199.50251459780168,,0.8728582290469518,0.023707438064691277,0.36102359439950205,157.42231033707702,0.9866909943189066,13.580465789262103,33.36863506947564,1.1514118605993802
1641,"Nut, raw",0.3531719106879531,2893.232217486023,74.6603696556026,448.7080689712805,,1.059317427437366,0.35319702005423753,9.1847704146093,46.77394533749232,7.996161122879475,1.909714705546484,11.734623354789576,6.997137670466911
423,"Soft drink, cola flavour",2.248953787655069,72.69084250091063,3.592547746725868,32.88362957366113,2.645629530736777,0.6410494641712773,0.54826423322681,4.979195779761366,96.03676045318022,1.5819420051548527,12.282579737268083,43.72632778680043,3.00716904467502
1186,"Currant, dried",1.904748834574517,1064.0740437637191,8.692501610304218,698.055330217056,,0.48390878495765177,0.20447243864731676,63.79219560723808,109.00290164283838,4.3585597975672785,48.34381881126558,0.8987777693383272,1.853045616120189
1201,"Gooseberry, flesh, skin & seeds, raw",1.1282873541213405,87.26414225822319,4.694783651477516,165.7882144339311,,0.13968401962296556,0.12474339426429926,4.487135894681453,125.51302199419473,0.08889681703572909,5.4895112745515995,47.195473525680896,1.8285622593641944
1350,"Beef, hindquarter silverside, separable lean & fat",2.1989054031838187,923.3553082502325,4.558732671609281,364.0846037895212,5.415546389953867,0.29878364078261,0.22445354561999115,11.70634451147635,143.78354373015074,10.850814290738192,3.3424745480031253,4.4243780571106335,6.452384232534415
2253,"Sweet corn, kernel, canned, drained",0.9933775086007431,186.73033074113772,6.027278285648784,163.5276371016613,5.019057168012382,0.6990783530377841,0.25737408417098173,3.7441328583053854,23.15731720161039,2.4280041517137,14.085756499961871,89.69662889950061,0.8893338905101366
1847,"Potato chip or crisp, plain, salted, fried in assorted oils",0.6078052705229593,1868.614555907501,27.078370937082582,1429.5260373400706,8.773769858058765,0.4921118292630323,0.3546122823301722,0.07667711080987576,47.32531022766889,16.31826481363864,37.06302904918259,14.271322982777221,4.871734383959058
1025,"Margarine, polyunsaturated, 70% fat, fortified",12.362900180434425,2508.639870486823,73.4225481438913,1.1239116630619606,22.036135058331077,0.883018980845712,0.47401805653971,3.022387902429044,185.00483673847424,22.924630811020098,0.6924502414648434,31.157627584354792,2.155133930398856
1484," shoulder, separable lean, roasted",3.1995186851651756,994.339180647821,23.714483129296532,429.46988518147776,,0.08829261049503756,0.6159430847104037,1.1907073324392232,143.29333894182358,6.422467949066117,3.583544222477356,23.148473747823132,16.233168715386142
425,"Soft drink, reduced sugar",3.3286920687630097,91.43139414611693,5.241765411745363,32.43161810958452,3.5185263829871896,0.170812375819209,0.020243094929950058,0.6241779552646634,48.056599233228845,4.053709415574578,14.62016123681689,19.098701331245234,6.231843235530145
6,"Biscuit, Afghan",1.2050920031321348,2087.324793069107,26.41667543479693,206.61582892044052,,0.31937889460591273,0.4804108856616833,36.99134159916406,46.81620705150747,12.63599884838719,68.44617155574265,56.44869798883101,1.6202566661383577
